,overall_score,style_score,city,land,country,beer_type,abv,brewery,beer_name,calories,average_rating,review_average,weighted_average,description,served_in
4970,71,78.0,Łódź,Lódz,Poland,Gose,4.5%,Browar Piwoteka,Piwoteka Zacny Zalcman,135 cal per 355ml,3.48,3.42,3.41,"GOSE - niemiecki styl piwa pszenicznego z okolic Goslaru i Lipska, o wyraznym, kwasnym posmaku, przyprawiane kolendrą i solą. 12°

Skład:…",Dimpled mug
4971,71,86.0,Łódź,Lódz,Poland,Traditional Ale - Other,6.9%,Browar Okrętowy,Okrętowy Szebeka,207 cal per 355ml,3.52,3.44,3.35,"Jest to piwo w kooperacji z Maciejem Husem z blogu No to po piwku w ramach cyklu ""Piwo z historią"". Powstała zatem Szebeka, czyli Merseburger Bier (zwane też Heidecker). Było to mocne piwo jęczmienne o ciemnobrunatnej barwie. Cechowała je klarowność oraz gorzki smak i aromat. Na goryczkę w tym piwie składało się kilka czynników – słód, którego część ulegała przypaleniu podczas…",Dimpled mug
4972,64,95.0,Łódź,Lódz,Poland,Bock - Heller Bock / Maibock,7.0%,Browar Okrętowy,Okrętowy Bryg,210 cal per 355ml,3.34,3.42,3.32,Lentebok - 16.5 Blg,Dimpled mug
4973,63,42.0,Łódź,Lódz,Poland,Grodziskie / Grätzer / Lichtenhainer,2.8%,Browar Piwoteka,Piwoteka Fabrykanckie Świnie,84 cal per 355ml,3.29,3.31,3.26,Grodziskie 7.5 Blg,
4974,63,31.0,Łódź,Lódz,Poland,Porter - Baltic,8.0%,Browar Piwoteka,Piwoteka Porter Bałucki,240 cal per 355ml,3.37,3.36,3.34,"porter bałtycki uwarzony w Browar Księży Młyn 18,5 blg, 8% alkoholu, leżakowany z płatkami sherry.",English pint
4975,46,40.0,Łódź,Lódz,Poland,Weissbier - Weizenbock,7.0%,Browar Piwoteka,Piwoteka Poteżny Pinkus,210 cal per 355ml,3.29,3.22,3.20,,Dimpled mug
4976,46,45.0,Łódź,Lódz,Poland,Gotlandsdricka / Koduõlu / Sahti,5.2%,Browar Piwoteka,Piwoteka Drakkar z Gotlandii,156 cal per 355ml,3.29,3.28,3.19,,Dimpled mug
4977,44,21.0,Płock,Masovian,Poland,Saison / Farmhouse / Grisette,9.5%,Browar Big Chill,Big Chill Strong Man Imperial Saison,285 cal per 355ml,3.26,3.21,3.15,18.5°Blg…,Tulip
4978,44,22.0,Łódź,Lódz,Poland,Gose,3.1%,Browar Piwoteka,Piwoteka Bielnik Kopischa,93 cal per 355ml,3.09,3.03,3.00,Broyhan - 7.5 Blg,Dimpled mug
4979,42,20.0,Łódź,Lódz,Poland,Saison / Farmhouse / Grisette,9.3%,Browar Piwoteka,Piwoteka #Detalfest,279 cal per 355ml,3.07,3.17,3.13,Braggot Saison 20 Blg…,Tulip
4980,42,50.0,Łódź,Lódz,Poland,Traditional Ale - Other,5.2%,Browar Okrętowy,Okrętowy Steamer,156 cal per 355ml,3.22,3.16,3.11,Piwo Parowe - Dampfbier - 12.5 Blg,Dimpled mug
4981,41,66.0,Łódź,Lódz,Poland,Flavored - Other,5.5%,Browar Piwoteka,Piwoteka Końska Dawka,165 cal per 355ml,3.12,3.16,3.14,"Horseradish - ""końska rzodkiewka"" stawia na nogi nawet zwierzaki z lecznicy Pod Koniem - pierwszej polskiej lecznicy dla zwierząt!
Sezon na chrzan - nasz american wheat horseradish saison (pszeniczny chrzanowy saison) to końska dawka chrzanu w piwie. Tylko d…",Lager glass
4982,41,16.0,Łódź,Lódz,Poland,Berliner Weisse - Flavored / Catharina Sour,3.1%,Browar Piwoteka,Piwoteka Biała Fabryka,93 cal per 355ml,3.37,3.11,3.07,"Berliner Weisse - lekkie, bardzo kwaśne piwo pszeniczne pochodzące z okolic Berlina. W naszej interpretacji dodaliśmy typowo polskiej pigwy, by podkreślić kwaśność i wzmocnić aromat. // 7,5 Blg",
4983,41,7.0,Łódź,Lódz,Poland,Sour / Wild Beer,4.5%,Browar Piwoteka,Piwoteka Nadpowietrzna Alicja,135 cal per 355ml,3.18,3.15,3.09,Sour Basil Ale - 10.5 Blg,Snifter
4984,38,20.0,Łódź,Lódz,Poland,Porter - Flavored,5.0%,Browar Piwoteka,Piwoteka Namiętny Otello,150 cal per 355ml,3.20,3.10,3.07,"Skład: słody: pale ale, owsiany, czekoladowy, laktoza, kakao, melasa. Chmiel East Kent Goldings, Mięta Czekoladowa…",
4985,38,47.0,Łódź,Lódz,Poland,Flavored - Other,5.3%,Browar Piwoteka,Piwoteka / Okrętowy Żółta Łódź Podwodna,159 cal per 355ml,3.10,3.07,3.04,gin & tonic pale ale…,Lager glass
4986,38,63.0,Łódź,Lódz,Poland,Cream Ale,4.0%,Browar Okrętowy,Okrętowy Ket,120 cal per 355ml,3.23,3.11,3.07,"Lekkie i rześkie, idealne na lato. Dodanie na zimno chmielu Huell Melon daje wspaniały aromat melona miodowego.",Footed Pilsner
4987,35,0.0,Łódź,Lódz,Poland,Stout - Imperial Flavored / Pastry,8.5%,Browar Piwoteka,Piwoteka Killińskiego,255 cal per 355ml,3.27,3.09,3.06,Habanero Oatmeal Stout - 20 Blg,
4988,27,34.0,Łódź,Lódz,Poland,Traditional Ale - Other,8.3%,Browar Okrętowy,Okrętowy Szkuta,249 cal per 355ml,2.94,2.93,2.93,"MALZWEIN - mocne piwo mające niemiecki rodowód. Często nazywane było winem słodowym, przez fakt ze dorównywało swą mocą wielu winom owocowym. Podstawą były słody- przede wszystkim pszeniczny, ale także jęczmienny i owsiany. Charakterystycznymi dodatkami były tu: sok cytrynowy,kardamon, a były też wersje z rodzynkami i zakwaszane kwasem winowym lub kwaśnym winianem…",Dimpled mug
4989,19,2.0,Łódź,Lódz,Poland,IPA,7.2%,Browar Piwoteka,Piwoteka Dętka,216 cal per 355ml,2.70,2.67,2.74,Vermont IPA - 16.5° Blg…,Shaker
4990,14,37.0,Łódź,Lódz,Poland,Pilsener / Pils / Pilsner,5.0%,Ksiezy Mlyn,Księży Młyn Bawełniane,150 cal per 355ml,2.60,2.68,2.75,,Flute
4991,11,10.0,Łódź,Lódz,Poland,Weissbier - Hefeweizen,5.0%,Ksiezy Mlyn,Księży Młyn Przedzalniane,150 cal per 355ml,2.75,2.56,2.66,,Weizen
5050,74,39.0,Piotrkow Tryb,Lódz,Poland,Porter - Baltic,9.0%,Sulimar - Browar Cornelius,Trybunał Porter Bałtycki,270 cal per 355ml,3.46,3.47,3.43,BLG 22. Porter bałtycki leżakowany 365 dni.,English pint
5051,65,34.0,Piotrkow Tryb,Lódz,Poland,Porter - Baltic,9.0%,Sulimar - Browar Cornelius,Cornelius Baltic Porter 9%,270 cal per 355ml,3.24,3.37,3.36,"Czarny aksamit – tak go zwą bałtyccy piraci. Typ o złożonej naturze. Wywarzony, ale spontaniczny, zdecydowany, lecz nieoczywisty. Komplementuje czule, kpi gorzko. Schodzi na ląd by roztaczać swoje ciemne moce. Uważaj, gdy Cię ujmie, puści dopiero nad ranem.",English pint
5053,47,47.0,Piotrkow Tryb,Lódz,Poland,Pale Ale - American (APA),5.0%,Sulimar - Browar Cornelius,Cornelius Hazy APA,150 cal per 355ml,3.28,3.26,3.23,"Piwo górnej fermentacji, nieklarowne, niefiltrowane, pasteryzowane. Składniki: woda, słód jęczmienny, słód pszeniczny, chmiele: Magnum, Cascade, Amarillo, Mosaic, drożdże.",Lager glass
5054,42,24.0,Piotrkow Tryb,Lódz,Poland,IPA,6.5%,Sulimar - Browar Cornelius,Cornelius IPA,195 cal per 355ml,3.24,3.17,3.16,15.5 Blg,Shaker
5055,42,31.0,Piotrkow Tryb,Lódz,Poland,Weissbier - Weizenbock,8.0%,Sulimar - Browar Cornelius,Rebel Pszenica Dubeltowa,240 cal per 355ml,2.97,3.16,3.14,"Rebel Pszeniczny Dubeltowy to mocne, wyjątkowo treściwe piwo górnej fermentacji.",Dimpled mug
5056,41,31.0,Piotrkow Tryb,Lódz,Poland,Pale Lager - Hoppy / India (IPL),4.5%,Sulimar - Browar Cornelius,Cornelius Hazy Lager,135 cal per 355ml,3.11,3.20,3.14,"Jasne pełne warzone jak dawniej, nieklarowne, z osadem, który nadaje mu bogatszego smaku i aromatu. Chmielowa goryczka oraz słód tworzy delikatnie wytrawne piwo. 12%",Dimpled mug
5057,40,64.0,Piotrkow Tryb,Lódz,Poland,Wheat Ale,5.0%,Sulimar - Browar Cornelius,Cornelius American Wheat,150 cal per 355ml,3.15,3.13,3.12,"American Wheat - piwo górnej fermentacji warzone z udziałem amerykańskich odmian chmielu. Niefiltrowane, pasteryzowane. Łączy cechy typowe dla piw pszenicznych: słodowość z zapachem amerykańskich odmian chmielu. Podstawą słodową jest słod pszeniczny uzupełniony jęczmiennym. Wyjątkowo orzeźwiające, o dość intensywnej ale przyjemnej goryczce. 12.5 Blg",Shaker
5058,38,94.0,Piotrkow Tryb,Lódz,Poland,Low / No Alcohol Beer - Pale,0%,Sulimar - Browar Cornelius,Cornelius Hazy IPA 0%, cal per 355ml,3.17,3.14,3.11,"Spróbuj jak smakuje luz z India Pale Ale. Tradycyjnie warzone, nieklarowane, więc mgliste. Jasne, silniej nachmielone, o intensywnej goryczce. Wzbogacone owocowymi nutami pochodzącymi z wyselekcjonowanych odmian chmieli. Cornelius IPA - mglisty z wyglądu, wyrazisty w smaku - najsmaczniejszy gdy przed otwarciem obrócisz puszkę na chwilkę denkiem do góry.",English pint
5059,38,10.0,Piotrkow Tryb,Lódz,Poland,Porter - Baltic,8.1%,Sulimar - Browar Cornelius,Cornelius Baltic Porter 8.1%,243 cal per 355ml,3.11,3.09,3.09,"Baltic Porter to wyjątkowe i treściwe piwo warzone tradycyjną metodą dolnej fermentacji, o wyrazistym, mocnym i złożonym smaku. Dominuje dobrze wyczuwalny aromat palonego słodu i goryczy z wyczuwalnymi nutami kawy, suszonych owoców, czekolady i lukrecji. Ciemną, intensywną barwę zawdzięcza połaczeniu palonego słodu z jasnym.…",English pint
5060,36,22.0,Piotrkow Tryb,Lódz,Poland,Weissbier - Weizenbock,7.5%,Sulimar - Browar Cornelius,Wetliner Bukowe Berdo,225 cal per 355ml,3.11,3.07,3.06,"Wetliner to projekt powstały we współpracy z piwowarem domowym Andrzejem Rozmysłowiczem z Przystanku Cisna. Bukowe Berdo - to piwo jasne, górnej fermentacji. W smaku wyjątkowo treściwe i bogate, w zapachu dominują estry owocowe i korzenne. Idealny kompan do posiłków z grilla. Alk. 7,5% obj. Ekstr. 17,5% wag.",Dimpled mug
5061,36,23.0,Piotrkow Tryb,Lódz,Poland,Belgian Ale - Strong Pale,8.0%,Sulimar - Browar Cornelius,Cornelius Triple Blond,240 cal per 355ml,3.07,3.07,3.07,PIWO PREDESTYNOWANE DO LEŻAKOWANIA…,Trappist glass
5062,36,75.0,Piotrkow Tryb,Lódz,Poland,Pilsener / Pils / Pilsner,5.5%,Sulimar - Browar Cornelius,Kiper Regionalny (Pilsner Beer),165 cal per 355ml,2.94,2.94,2.91,"10.1 P 
Also sold under "" Non-stop beer "" name.",Flute
5063,35,45.0,Piotrkow Tryb,Lódz,Poland,Bock - Dunkler Bock,6.5%,Sulimar - Browar Cornelius,Cornelius Kozlak,195 cal per 355ml,3.02,3.07,3.05,"16,5°",Dimpled mug
5064,32,47.0,Piotrkow Tryb,Lódz,Poland,Weissbier - Hefeweizen,5.0%,Sulimar - Browar Cornelius,Cornelius Weizen Bier ( Pszeniczne Jasne),150 cal per 355ml,3.01,3.02,3.01,12.5 P,Weizen
5065,32,52.0,Piotrkow Tryb,Lódz,Poland,Dark Lager - International / Premium,4.8%,Sulimar - Browar Cornelius,Trybunał Ciemne,144 cal per 355ml,2.89,3.04,3.02,"Piwo ciemne, dolnej fermentacji w stylu Ciemny Lager. Pasteryzowane. Składniki: woda; słody: Pilzneński, Monachijski, Karmelowy, Palony; chmiel goryczkowy i aromatyczny. 12,8 BLG",
5066,31,2.0,Piotrkow Tryb,Lódz,Poland,IPA - Hazy / New England (NEIPA),6.5%,Sulimar - Browar Cornelius,Cornelius Hazy IPA,195 cal per 355ml,3.03,3.03,3.03,"Piwo jasne typu mocny ALE
Niefiltrowane. Pasteryzowane.
Slladniki: woda, slód jeczmienny, slód pszeniczny, chmiele: Magnum, Cascade, Amarillo, Mosaic, drozdze.…",Shaker
5067,29,42.0,Piotrkow Tryb,Lódz,Poland,Weissbier - Hefeweizen,5.0%,Sulimar - Browar Cornelius,Wetliner Mgły Sanu,150 cal per 355ml,2.95,2.97,2.96,"12.5P. Wetliner to projekt powstały we współpracy z piwowarem domowym Andrzejem Rozmysłowiczem z przystanku Cisna. Mgły Sanu to klasyczne pszenica uwarzona w stylu bawarskim. W zapachu zgodnie z klasyka banany , goździki, drożdże. W smaku pełne z delikatnie kwaskowym finałem.…",Weizen
5068,28,96.0,Piotrkow Tryb,Lódz,Poland,Radler / Shandy,3.0%,Sulimar - Browar Cornelius,Cornelius Hazy Banan,90 cal per 355ml,2.95,3.00,2.98,,Shaker
5069,28,12.0,Piotrkow Tryb,Lódz,Poland,Pale Lager - Hoppy / India (IPL),5.0%,Sulimar - Browar Cornelius,Cornelius American Lager,150 cal per 355ml,2.88,2.96,2.96,,Dimpled mug
5070,24,14.0,Piotrkow Tryb,Lódz,Poland,Pale Ale - American (APA),5.0%,Sulimar - Browar Cornelius,Cornelius APA,150 cal per 355ml,3.01,2.92,2.92,,Lager glass
5071,23,54.0,Piotrkow Tryb,Lódz,Poland,Pale Lager - International / Premium,5.4%,Sulimar - Browar Cornelius,Cornelius Premium Lager Beer,162 cal per 355ml,2.66,2.63,2.68,12.8P,Lager glass
5072,21,18.0,Piotrkow Tryb,Lódz,Poland,Brown Ale,6.5%,Sulimar - Browar Cornelius,Cornelius Brown Ale,195 cal per 355ml,2.66,2.84,2.85,15.5 Blg,Dimpled mug
5073,21,61.0,Piotrkow Tryb,Lódz,Poland,Pilsener - Imperial,6.8%,Sulimar - Browar Cornelius,Kiper Golbeer Mocne,204 cal per 355ml,2.56,2.56,2.63,"Oficjalne piwo kibica. Spirit Partner, Krakow.
14.2P",Dimpled mug
5074,20,24.0,Piotrkow Tryb,Lódz,Poland,Witbier / Belgian White Ale,4.5%,Sulimar - Browar Cornelius,Rebel Kolendra,135 cal per 355ml,2.71,2.84,2.85,"4.5 % abv, 11.7 P, non – filtered, pasteurized. Contains: water, wheat malt, barley malt, hops, yeast, natural coriander aroma, ground coriander grains.",Tumbler
5075,20,57.0,Piotrkow Tryb,Lódz,Poland,Pilsener - Imperial,6.0%,Sulimar - Browar Cornelius,Cornelius Greener Bio - Up,180 cal per 355ml,2.65,2.53,2.61,14.1 P,Dimpled mug
5076,19,23.0,Poznan,Greater Poland,Poland,Witbier / Belgian White Ale,4.3%,Zabka Polska sp. z o.o.,Alter Beer Valkiria,129 cal per 355ml,2.75,2.83,2.84,"Seria Alter Beer No 3. Alk. 4,3% obj. Ekstr. 11,7% wag. Piwo pasteryzowane. Zawiera słód pszeniczny i jęczmienny. Co Cechuje Valkirię? Pewność siebie, odwaga i niesamowita radość życia. Ta Valkiria taka właśnie jest. Poznasz ją po wyglądzie, smaku i zapachu. Jest zwariowaną wersją piwa białego, o wyczuwalnych nutach kolendry i pomarańczy, zdecydowanie poprawiającą ocenę rzeczywistości.",Tumbler
5077,18,36.0,Poznan,Greater Poland,Poland,Weissbier - Kristallweizen,5.0%,Zabka Polska sp. z o.o.,Alter Beer Kristal Weizen,150 cal per 355ml,2.63,2.78,2.81,,Weizen
5078,17,4.0,Poznan,Greater Poland,Poland,Weissbier - Weizenbock,7.0%,Zabka Polska sp. z o.o.,Alter Beer Koźle Bydlę Pszeniczne,210 cal per 355ml,2.68,2.78,2.79,17°,Dimpled mug
5079,17,51.0,Piotrkow Tryb,Lódz,Poland,Pilsener - Imperial,7.5%,Sulimar - Browar Cornelius,Kiper Mocne,225 cal per 355ml,2.61,2.63,2.64,.,Dimpled mug
5080,17,21.0,Piotrkow Tryb,Lódz,Poland,Weissbier - Hefeweizen,3.0%,Sulimar - Browar Cornelius,Cornelius  Hazy Truskawka + Wiśnia,90 cal per 355ml,2.82,2.76,2.79,"Piwo pszeniczne. Tradycyjnie warzone, nieklarowne - więc mgliste. Ożywcze, dzięki zawartości naturalnego soku z truskawki. Pełne smaku i aromatu. Twój owocowy chillout z Corneliusem.",Weizen
5081,16,9.0,Piotrkow Tryb,Lódz,Poland,Weissbier - Dunkelweizen,5.0%,Sulimar - Browar Cornelius,Cornelius Ciemny Pszeniczny,150 cal per 355ml,2.65,2.71,2.74,,Stein
5082,16,34.0,Piotrkow Tryb,Lódz,Poland,Flavored - Fruit,3.0%,Sulimar - Browar Cornelius,Cornelius Tropic,90 cal per 355ml,2.78,2.75,2.76,Wheat beer with tropical fruit juice - 13 Blg,Flute
5083,15,57.0,Poznan,Greater Poland,Poland,Pilsener - Imperial,6.5%,Zabka Polska sp. z o.o.,Alter Beer Rubi Lager,195 cal per 355ml,2.71,2.73,2.75,"Seria Alter Beer No 2. Alk. 6.5 % obj. Ekstr. 16,5% wag. Piwo pasteryzowane. Zawiera słód jęczmienny i pszeniczny. Czym różni się chopper od innych motocykli? Czym różni się Rubi Lager od zwykłego lagera? Odpowiedź jest prosta. Diabeł tkwi w szczegółach. Rubinowy, esencjonalny, złożony, bogaty i nieschematyczny. Rubi Lager to piwo dolnej fermentacji powstałe z wody, słodów (siedem…",Dimpled mug
5084,14,37.0,Piotrkow Tryb,Lódz,Poland,Pilsener / Pils / Pilsner,5.0%,Sulimar - Browar Cornelius,Rebel Podwójnie Chmielone,150 cal per 355ml,2.51,2.64,2.70,,Flute
5085,14,23.0,Piotrkow Tryb,Lódz,Poland,Flavored - Other,6.0%,Sulimar - Browar Cornelius,Rebel Lager Miodowy,180 cal per 355ml,2.58,2.67,2.71,14.1°P,Lager glass
5086,13,25.0,Piotrkow Tryb,Lódz,Poland,Flavored - Other,3.0%,Sulimar - Browar Cornelius,Cornelius Hazy Grapefruit,90 cal per 355ml,2.65,2.64,2.72,,Lager glass
5087,13,28.0,Piotrkow Tryb,Lódz,Poland,Pilsener / Pils / Pilsner,4.0%,Sulimar - Browar Cornelius,Kiper Pilsner Classic,120 cal per 355ml,2.47,2.44,2.50,8.1P,Flute
5088,12,38.0,Piotrkow Tryb,Lódz,Poland,Amber Lager - International / Vienna,6.0%,Sulimar - Browar Cornelius,Rebel Vienna Lager,180 cal per 355ml,2.55,2.61,2.66,13°P,Dimpled mug
5089,12,16.0,Piotrkow Tryb,Lódz,Poland,Dark Lager - Dunkel / Tmavý,5.5%,Sulimar - Browar Cornelius,Wetliner Czarna,165 cal per 355ml,2.61,2.61,2.65,"14.5 P. Wetliner to projekt powstały we współpracy z piwowarem domowym Andrzejem Rozmysłowiczem z przystanku Cisna. Czarna jest piwem uwarzonym w dolnej fermentacji w stylu ciemnych Czeskich lagerów z dodatkiem kawy espresso włoskiej kompozycji. Zapach to melanż słodu, kawy i słodkich estrów karmelowych. W ustach treściwe i goryczkowe.…",Dimpled mug
5090,11,30.0,Poznan,Greater Poland,Poland,Pilsener / Pils / Pilsner,5.0%,Zabka Polska sp. z o.o.,Alter Beer Polski Chmiel,150 cal per 355ml,2.49,2.62,2.63,"Seria Alter Beer No 1. Alk. 5.0 % obj. Ekstr. 12,0% wag. Piwo pasteryzowane. Zawiera słód jęczmienny. Chmiel Polski siedział na tronie i używał: Marynki, Sybilli, Iungi i pachnącego Lubelskiego.I sobie nie żałował, a później kosztował... piwa dolnej fermentacji, zawierającego całe dobro inwentarza.",Flute
5091,11,15.0,Piotrkow Tryb,Lódz,Poland,Flavored - Other,5.0%,Sulimar - Browar Cornelius,Cornelius Honig Weizen,150 cal per 355ml,2.56,2.51,2.58,"12.5 P, non - filtered, lagering time 4 to 6 weeks.",Lager glass
5092,11,17.0,Piotrkow Tryb,Lódz,Poland,Flavored - Other,5.5%,Sulimar - Browar Cornelius,Trybunał Miodowe,165 cal per 355ml,2.44,2.52,2.61,"13,5°",Lager glass
5093,10,5.0,Piotrkow Tryb,Lódz,Poland,Bitter - Ordinary / Best,5.5%,Sulimar - Browar Cornelius,Cornelius Bitter Ale,165 cal per 355ml,2.53,2.55,2.60,"Bitter Ale: wysokochmielone piwo gornej fermentacji, niefiltrowane, pasteryzowane.",English pint
5094,10,52.0,Piotrkow Tryb,Lódz,Poland,Pale Lager - International / Premium,6.0%,Sulimar - Browar Cornelius,Trybunał Trójsłodowe,180 cal per 355ml,2.72,2.61,2.62,13°,Lager glass
5095,10,23.0,Piotrkow Tryb,Lódz,Poland,Flavored - Fruit,3.0%,Sulimar - Browar Cornelius,Cornelius Grejpfrut,90 cal per 355ml,2.58,2.57,2.58,Wheat beer with grapefruit juice.,Flute
5096,9,18.0,Piotrkow Tryb,Lódz,Poland,Flavored - Fruit,3.0%,Sulimar - Browar Cornelius,Cornelius Cytryna,90 cal per 355ml,2.29,2.41,2.51,"Unfiltered. No preservatives. Wheat beer with lemon. Cornelius Cytryna is a mixture of wheat beer with 100% lemon juice. The addition of lemon juice enriches the spectrum of traditional Weizen beer tasting sensations. Banana – yeasty aroma is very distinctly stressed with lemon hints. Cornelius Cytryna is a slightly hazy, refreshing beer of a bright hue. Produced from natural ingredients, specially…",Flute
5097,9,20.0,Piotrkow Tryb,Lódz,Poland,Flavored - Fruit,3.0%,Sulimar - Browar Cornelius,Cornelius Lychee,90 cal per 355ml,2.50,2.47,2.54,Piwo pszeniczne o smaku lychee.,Flute
5098,9,10.0,Piotrkow Tryb,Lódz,Poland,Helles / Dortmunder Export,5.0%,Sulimar - Browar Cornelius,Trybunał Export,150 cal per 355ml,2.55,2.52,2.56,,Lager glass
5099,9,21.0,Piotrkow Tryb,Lódz,Poland,Pilsener / Pils / Pilsner,5.5%,Sulimar - Browar Cornelius,Wetliner Solina,165 cal per 355ml,2.42,2.42,2.51,"Wetliner to projekt powstały we współpracy z piwowarem domowym Andrzejem Rozmysłowiczem z Przystanku Cisna. Solina to piwo uwarzone w stylu pils, ekstrakt na poziomie 13% gwarantuje mu solidną bazę słodową, a mocne nachmielenie czyni je rześkim i wyjątkowym.",Flute
5100,8,11.0,Piotrkow Tryb,Lódz,Poland,Flavored - Other,6.0%,Sulimar - Browar Cornelius,Cornelius Hard User Only,180 cal per 355ml,2.33,2.42,2.47,Piwo ciemne o smaku korzennym. Pasteryzowane. Specjalne sezonowe piwo świąteczne z naturalnymi aromatami korzennymi. 15.5°Blg,Lager glass
5101,8,87.0,Piotrkow Tryb,Lódz,Poland,Radler / Shandy,4.0%,Sulimar - Browar Cornelius,Rebel Radler Lychee,120 cal per 355ml,2.31,2.36,2.50,Rebel radler Lychee to kompozycja piwa i soku z ajatyckiej sliwki rosnacej glowie w Wietnamie.,Shaker
5102,8,21.0,Piotrkow Tryb,Lódz,Poland,Pilsener / Pils / Pilsner,6.0%,Sulimar - Browar Cornelius,Trybunał Pils,180 cal per 355ml,2.60,2.49,2.53,"Konkretne dla konkretnych. Jasne, pełne piwo przeznaczone dla osób szukających dobrze przygotowanego, polskiego piwa, którego główne surowce receptury wytwarzane są w Polsce. Jest pełne w smaku, krystalicznie czyste, przyjemnie smakujące i pachnące chmielem. Odpowiednie, kiedy masz ochotę... napić się dobrego piwa.…",Flute
5103,8,45.0,Piotrkow Tryb,Lódz,Poland,Pilsener - Imperial,8.1%,Sulimar - Browar Cornelius,Kiper Extra Jasne 8.1%,243 cal per 355ml,2.24,2.34,2.48,,Dimpled mug
5104,8,5.0,Piotrkow Tryb,Lódz,Poland,Schwarzbier / Black Lager,5.9%,Sulimar - Browar Cornelius,Cornelius Dunkel,177 cal per 355ml,2.49,2.43,2.49,"Cornelius Dunkel to ciemne piwo typu Lager, stworzone na bazie słodów: Pilzneńskiego, Monachijskiego, Palonego i słodów karmelowych. Charakterystyczną goryczkę zyskuje dzięki użyciu trzech odmian chmielu: Marynki, Sybilli i Lubelskiego. Bogata, esencjonalna kompozycja składników nadaje mu szlachetny karmelowy smak i intrygującą, głęboko mahoniową barwę. To idealna…",Dimpled mug
